run_id,claim_name,source_recipe,family,adapter_name,adapter_label,metric,status,point,ci95_low,ci95_high,groups,rows,iterations
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,nontrivial_error_rate,complete,0.295,0.26166666666666666,0.3333333333333333,600,600,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,FunctionChat_argument_accuracy,complete,0.8,0.71,0.87,100,100,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,FunctionChat_output_type_accuracy,complete,0.8,0.73,0.87,100,100,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,FunctionChat_function_name_accuracy,complete,0.9,0.84,0.95,100,100,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,FunctionChat_tool_hallucination_rate,complete,0.0,0.0,0.0,100,100,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,IFEval_instruction_accuracy,complete,0.7232704402515723,0.6606060606060606,0.7914110429447853,100,100,1000
s3d002,behavior_unfiltered_3k,behavior_unfiltered,single_source_unfiltered_control,dpo_best_adapter,final,IFEval_prompt_strict_accuracy,complete,0.54,0.45,0.63,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,BFCL_core_accuracy,complete,0.7,0.6466666666666666,0.7566666666666667,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,When2Call_behavior_accuracy,complete,0.6133333333333333,0.56,0.6666666666666666,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,When2Call_macro_F1,complete,0.5129910098941388,0.4702626967885184,0.5498772384006168,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,SFT_dev_tool_call_accuracy,complete,0.7777777777777778,0.7350427350427351,0.8205128205128205,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,SFT_dev_behavior_accuracy,complete,0.826,0.792,0.858,500,500,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,strict_parse_success,complete,0.9914529914529915,0.9829059829059829,1.0,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,schema_validity,complete,1.0,1.0,1.0,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,nontrivial_error_rate,complete,0.31333333333333335,0.275,0.34833333333333333,600,600,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,FunctionChat_argument_accuracy,complete,0.83,0.76,0.9,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,FunctionChat_output_type_accuracy,complete,0.83,0.75,0.9,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,FunctionChat_function_name_accuracy,complete,0.94,0.89,0.98,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,FunctionChat_tool_hallucination_rate,complete,0.0,0.0,0.0,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,IFEval_instruction_accuracy,complete,0.6981132075471698,0.6330935251798561,0.7631578947368421,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,checkpoint_step_0050,step50,IFEval_prompt_strict_accuracy,complete,0.5,0.41,0.6,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,BFCL_core_accuracy,complete,0.6866666666666666,0.6366666666666667,0.74,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,When2Call_behavior_accuracy,complete,0.63,0.5766666666666667,0.6833333333333333,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,When2Call_macro_F1,complete,0.5224556883897543,0.48190167093085695,0.5590090020307612,300,300,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,SFT_dev_tool_call_accuracy,complete,0.7635327635327636,0.717948717948718,0.8091168091168092,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,SFT_dev_behavior_accuracy,complete,0.814,0.776,0.848,500,500,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,strict_parse_success,complete,0.9829059829059829,0.9686609686609686,0.9943019943019943,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,schema_validity,complete,1.0,1.0,1.0,351,351,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,nontrivial_error_rate,complete,0.30333333333333334,0.2683333333333333,0.3416666666666667,600,600,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,FunctionChat_argument_accuracy,complete,0.85,0.77,0.92,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,FunctionChat_output_type_accuracy,complete,0.85,0.78,0.91,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,FunctionChat_function_name_accuracy,complete,0.95,0.9,0.98,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,FunctionChat_tool_hallucination_rate,complete,0.0,0.0,0.0,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,IFEval_instruction_accuracy,complete,0.7044025157232704,0.6419753086419753,0.7730061349693251,100,100,1000
s5r002,mixed_clean_noised_gold_1500_behavior_1500_3k,mixed_clean_noised_gold_1500_behavior_1500,mixed_source_clean,dpo_final_adapter,final,IFEval_prompt_strict_accuracy,complete,0.52,0.42,0.62,100,100,1000
