mixed_run_id,mixed_adapter_label,mixed_source_recipe,comparator_run_id,comparator_adapter_label,comparator_source_recipe,comparator_family,metric,direction,mixed_value,comparator_value,mixed_minus_comparator,mixed_delta_vs_r004,comparator_delta_vs_r004,mixed_minus_comparator_delta
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,nontrivial_error_rate,lower_is_better,0.30333333333333334,0.3466666666666667,-0.043333333333333335,-0.05666666666666664,-0.013333333333333308,-0.043333333333333335
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,nontrivial_error_rate,lower_is_better,0.30333333333333334,0.2916666666666667,0.011666666666666659,-0.05666666666666664,-0.0683333333333333,0.011666666666666659
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,nontrivial_error_rate,lower_is_better,0.30333333333333334,0.3333333333333333,-0.02999999999999997,-0.05666666666666664,-0.026666666666666672,-0.02999999999999997
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,nontrivial_error_rate,lower_is_better,0.30333333333333334,0.295,0.00833333333333336,-0.05666666666666664,-0.065,0.00833333333333336
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,primary_envelope_score,higher_is_better,0.604561,0.586392,0.01816899999999999,,,
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,primary_envelope_score,higher_is_better,0.604561,0.593888,0.010673000000000044,,,
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,primary_envelope_score,higher_is_better,0.604561,0.591712,0.012849,,,
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,primary_envelope_score,higher_is_better,0.604561,0.596245,0.00831599999999999,,,
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,functionchat_bench.output_type_accuracy,higher_is_better,0.85,0.85,0.0,0.020000000000000018,0.020000000000000018,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,functionchat_bench.output_type_accuracy,higher_is_better,0.85,0.8,0.04999999999999993,0.020000000000000018,-0.029999999999999916,0.04999999999999993
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d001,final,noised_gold_unfiltered,single_source_unfiltered_control,functionchat_bench.output_type_accuracy,higher_is_better,0.85,0.85,0.0,0.020000000000000018,0.020000000000000018,0.0
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,s3d002,final,behavior_unfiltered,single_source_unfiltered_control,functionchat_bench.output_type_accuracy,higher_is_better,0.85,0.8,0.04999999999999993,0.020000000000000018,-0.029999999999999916,0.04999999999999993
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r028,final,noised_gold_clean,single_source_clean,functionchat_bench.function_name_accuracy,higher_is_better,0.95,0.94,0.010000000000000009,0.0,-0.010000000000000009,0.010000000000000009
s5r002,final,mixed_clean_noised_gold_1500_behavior_1500,r029,final,behavior_clean,single_source_clean,functionchat_bench.function_name_accuracy,higher_is_better,0.95,0.9,0.04999999999999993,0.0,-0.04999999999999993,0.04999999999999993
